Targname,Catname,MJDstart, F(Si3),  E(Si3),  B(Si3),  F(N5),  E(N5),  B(N5),  F(C2),  E(C2),  B(C2),  F(Si4),  E(Si4),  B(Si4)
HD 22049,  ,         2446270.5,  -1.21E-015,  7.47E-014,  2.70E-013,  6.31E-014,  2.04E-014,  1.73E-013,  5.16E-013,  3.78E-014,  8.53E-014,  1.74E-013,  2.35E-014,  1.80E-013
ERI     ,  ,         2446420.6,  2.87E-013,  3.51E-014,  2.03E-013,  1.68E-013,  2.11E-014,  1.99E-013,  7.31E-013,  4.61E-014,  1.34E-013,  3.36E-013,  2.88E-014,  2.06E-013
ERI     ,  ,         2446421.6,  2.10E-013,  3.53E-014,  2.22E-013,  8.06E-014,  1.65E-014,  1.87E-013,  5.09E-013,  3.79E-014,  1.79E-013,  3.71E-013,  3.35E-014,  2.50E-013
ERI     ,  ,         2446422.6,  2.54E-013,  4.17E-014,  2.57E-013,  1.63E-013,  2.45E-014,  2.58E-013,  6.66E-013,  4.41E-014,  1.48E-013,  4.87E-013,  3.75E-014,  2.13E-013
ERI     ,  ,         2446423.4,  2.90E-013,  4.41E-014,  3.11E-013,  1.29E-013,  1.90E-014,  1.92E-013,  6.71E-013,  4.35E-014,  1.38E-013,  4.62E-013,  3.43E-014,  1.84E-013
HD 22049,  ,         2446723.7,  2.23E-013,  7.51E-014,  6.38E-015,  2.27E-013,  2.43E-014,  8.17E-014,  4.33E-013,  3.34E-014,  8.37E-014,  3.02E-013,  2.57E-014,  8.00E-014
HD 22049,  ,         2446723.8,  2.37E-013,  4.44E-014,  2.82E-013,  8.42E-014,  1.75E-014,  2.00E-013,  5.10E-013,  3.65E-014,  1.47E-013,  3.17E-013,  2.82E-014,  1.93E-013
HD 22049,  ,         2446724.7,  3.73E-014,  7.05E-014,  2.68E-013,  1.92E-013,  2.62E-014,  1.62E-013,  4.16E-013,  3.07E-014,  4.51E-014,  2.00E-013,  2.23E-014,  1.32E-013
HD 22049,  ,         2446724.8,  5.65E-013,  6.64E-014,  3.85E-013,  2.38E-014,  1.51E-014,  1.97E-013,  5.25E-013,  3.84E-014,  1.65E-013,  3.71E-013,  3.18E-014,  2.05E-013
HD 22049,  ,         2446725.7,  -9.78E-014,  6.68E-014,  3.15E-013,  -7.31E-014,  1.16E-014,  1.35E-013,  3.93E-013,  2.86E-014,  3.92E-014,  3.91E-013,  2.40E-014,  -1.91E-014
HD 22049,  ,         2446725.8,  3.44E-013,  4.55E-014,  2.51E-013,  2.21E-016,  1.53E-014,  2.19E-013,  6.27E-013,  4.27E-014,  1.44E-013,  3.29E-013,  3.36E-014,  2.80E-013
HD 22049,  ,         2446728.7,  5.96E-014,  5.26E-014,  1.85E-013,  9.40E-015,  2.03E-014,  2.17E-013,  5.93E-013,  3.79E-014,  2.17E-014,  2.60E-013,  2.59E-014,  1.45E-013
HD 22049,  ,         2446728.8,  5.98E-014,  4.68E-014,  4.71E-013,  1.54E-013,  2.26E-014,  1.91E-013,  6.47E-013,  4.92E-014,  2.31E-013,  3.00E-013,  2.40E-014,  1.02E-013
HD 22049,  ,         2446729.7,  9.12E-014,  8.16E-014,  2.24E-013,  3.42E-014,  1.53E-014,  9.52E-014,  5.43E-013,  3.19E-014,  -7.31E-014,  2.35E-013,  1.77E-014,  -3.05E-015
HD 22049,  ,         2446729.8,  3.18E-013,  6.65E-014,  4.27E-013,  7.60E-014,  2.32E-014,  2.50E-013,  6.09E-013,  4.97E-014,  2.54E-013,  3.81E-013,  3.33E-014,  1.97E-013
HD 22049,  ,         2446729.9,  4.51E-013,  1.02E-013,  -8.45E-014,  -2.00E-013,  1.62E-014,  3.12E-013,  2.87E-013,  2.93E-014,  8.95E-014,  3.96E-014,  5.77E-015,  -8.46E-014
HD 22049,  ,         2446730.0,  1.53E-013,  3.14E-014,  1.76E-013,  1.18E-013,  1.75E-014,  1.58E-013,  6.31E-013,  4.02E-014,  8.26E-014,  3.54E-013,  2.79E-014,  1.46E-013
HD 22049,  ,         2446730.7,  4.39E-013,  8.85E-014,  5.57E-014,  1.88E-013,  3.05E-014,  2.29E-013,  4.89E-013,  3.71E-014,  1.04E-013,  2.70E-013,  2.53E-014,  1.15E-013
HD 22049,  ,         2446730.8,  3.29E-013,  5.41E-014,  3.27E-013,  2.03E-013,  2.34E-014,  1.66E-013,  5.98E-013,  4.22E-014,  1.56E-013,  5.40E-013,  4.07E-014,  2.00E-013
HD 22049,  ,         2446739.7,  2.05E-013,  7.73E-014,  7.24E-014,  3.64E-014,  1.31E-014,  5.61E-014,  5.70E-013,  3.51E-014,  -1.88E-014,  3.64E-013,  2.43E-014,  2.89E-015
HD 22049,  ,         2446739.7,  2.08E-013,  4.37E-014,  2.79E-013,  1.25E-013,  1.78E-014,  1.70E-013,  6.57E-013,  4.09E-014,  9.37E-014,  4.55E-013,  3.42E-014,  1.80E-013
HD 22049,  ,         2446740.7,  2.55E-014,  6.72E-014,  2.07E-013,  4.18E-014,  1.80E-014,  1.43E-013,  6.86E-013,  3.70E-014,  -9.78E-014,  6.26E-014,  1.79E-014,  1.68E-013
HD 22049,  ,         2446740.7,  2.05E-013,  4.48E-014,  3.49E-013,  -8.43E-014,  2.22E-014,  4.49E-013,  5.97E-013,  3.87E-014,  9.18E-014,  4.22E-013,  3.35E-014,  1.96E-013
HD 22049,  ,         2446837.7,  3.56E-013,  3.84E-014,  1.59E-013,  8.63E-014,  1.58E-014,  1.60E-013,  7.63E-013,  4.63E-014,  9.59E-014,  4.53E-013,  3.43E-014,  1.87E-013
HD 22049,  ,         2447451.0,  3.07E-013,  4.12E-014,  2.18E-013,  1.08E-013,  1.65E-014,  1.75E-013,  6.57E-013,  4.13E-014,  1.18E-013,  3.99E-013,  3.37E-014,  2.38E-013
HD 22049,  ,         2447580.5,  2.81E-013,  4.02E-014,  2.78E-013,  7.56E-014,  1.78E-014,  2.25E-013,  6.70E-013,  4.19E-014,  1.16E-013,  4.45E-013,  3.23E-014,  1.66E-013
HD 22049,  ,         2447876.6,  4.20E-013,  5.08E-014,  2.75E-013,  5.28E-014,  1.36E-014,  1.52E-013,  5.85E-013,  3.84E-014,  1.25E-013,  3.73E-013,  2.72E-014,  1.32E-013
HD 22049,  ,         2447877.6,  1.07E-013,  3.71E-014,  3.27E-013,  4.60E-014,  1.49E-014,  1.86E-013,  6.73E-013,  3.88E-014,  4.01E-014,  3.82E-013,  2.88E-014,  1.49E-013
HD 22049,  ,         2447924.4,  1.41E-013,  2.80E-014,  2.13E-013,  6.92E-014,  1.52E-014,  1.94E-013,  5.77E-013,  3.64E-014,  1.10E-013,  4.40E-013,  3.20E-014,  1.71E-013
HD 22049,  ,         2448237.6,  3.20E-013,  3.88E-014,  2.01E-013,  1.48E-013,  2.21E-014,  2.26E-013,  6.47E-013,  4.05E-014,  1.07E-013,  3.96E-013,  2.97E-014,  1.62E-013
HD 22049,  ,         2448244.6,  2.79E-013,  3.57E-014,  1.77E-013,  3.14E-014,  1.38E-014,  1.81E-013,  6.11E-013,  3.90E-014,  1.09E-013,  4.18E-013,  3.01E-014,  1.44E-013
HD 22049,  ,         2448283.5,  1.89E-013,  3.13E-014,  1.78E-013,  7.61E-014,  1.64E-014,  1.85E-013,  7.04E-013,  4.36E-014,  1.08E-013,  5.05E-013,  3.34E-014,  1.23E-013
HD 22049,  ,         2448481.2,  2.65E-013,  3.93E-014,  1.41E-013,  1.84E-013,  1.86E-014,  1.03E-013,  6.85E-013,  4.29E-014,  9.30E-014,  3.29E-013,  2.69E-014,  1.50E-013
