Targname,Catname,MJDstart, F(Si3),  E(Si3),  B(Si3),  F(N5),  E(N5),  B(N5),  F(C2),  E(C2),  B(C2),  F(Si4),  E(Si4),  B(Si4)
HD128621,,2447579.9,1.24E-13,6.56E-14,5.89E-13,2.25E-14,3.85E-14,6.53E-13,1.44E-12,1.00E-13,4.34E-13,6.41E-13,8.07E-14,9.00E-13
HD 128621,,2447636.4,2.28E-13,8.70E-14,8.37E-13,9.13E-14,4.53E-14,7.23E-13,1.56E-12,1.12E-13,5.70E-13,8.43E-13,9.39E-14,9.64E-13
HD 128620,,2447636.5,3.39E-13,5.94E-14,1.01E-13,3.43E-14,2.41E-14,2.86E-13,1.51E-13,2.17E-14,1.63E-13,1.54E-13,2.45E-14,2.43E-13
HD 128621,,2447746,5.11E-14,2.73E-14,9.30E-14,-5.39E-14,3.63E-15,6.83E-14,9.39E-14,7.79E-15,1.73E-14,-1.86E-14,2.83E-15,3.76E-14
HD 128621,,2447925.4,4.92E-13,7.51E-14,6.39E-13,-7.68E-14,4.46E-14,8.78E-13,1.41E-12,1.06E-13,6.22E-13,5.63E-13,7.82E-14,9.42E-13
HD 128620,,2447925.5,-5.27E-13,2.63E-13,4.47E-12,-5.22E-13,2.96E-13,6.11E-12,3.53E-12,4.24E-13,4.62E-12,1.84E-12,5.38E-13,8.68E-12
HD 128620,,2448115,-1.12E-12,2.16E-13,4.24E-12,-3.20E-13,2.94E-13,5.84E-12,3.15E-12,3.93E-13,4.34E-12,2.07E-12,5.23E-13,8.12E-12
HD 128621,,2448115.1,2.91E-13,7.10E-14,6.11E-13,1.53E-14,4.80E-14,8.28E-13,1.20E-12,9.47E-14,5.62E-13,6.05E-13,8.37E-14,9.76E-13
HD 128620,,2448283.6,-1.18E-12,2.00E-13,4.14E-12,-8.02E-13,2.75E-13,5.99E-12,3.32E-12,4.11E-13,4.60E-12,1.83E-12,5.28E-13,8.50E-12
HD 128621,,2448283.6,1.72E-13,7.39E-14,4.38E-13,-5.49E-15,3.31E-14,5.32E-13,1.10E-12,7.42E-14,2.70E-13,3.58E-13,6.20E-14,7.96E-13
HD 128620,,2448481.1,-1.34E-12,2.66E-13,4.36E-12,-4.70E-13,2.78E-13,5.65E-12,2.51E-12,3.77E-13,4.65E-12,1.73E-12,5.13E-13,8.21E-12
HD 128621,,2448481.1,-7.88E-14,1.00E-13,9.08E-13,-8.22E-14,3.86E-14,7.11E-13,1.09E-12,8.75E-14,5.01E-13,5.90E-13,7.92E-14,8.92E-13
A CEN A,,2449845.3,1.04E-12,5.19E-13,3.93E-12,4.68E-13,5.20E-13,8.04E-12,4.84E-12,5.82E-13,5.15E-12,3.87E-12,6.62E-13,8.09E-12
