Targname,Catname,MJDstart, F(Si3),  E(Si3),  B(Si3),  F(N5),  E(N5),  B(N5),  F(C2),  E(C2),  B(C2),  F(Si4),  E(Si4),  B(Si4)
HD 210334,  ,         2446327.4,  1.90E-013,  2.04E-014,  4.02E-014,  8.90E-014,  1.24E-014,  1.10E-013,  5.16E-013,  3.14E-014,  5.51E-014,  3.13E-013,  1.86E-014,  2.31E-014
HD 210334,  ,         2446327.6,  1.66E-013,  2.40E-014,  1.26E-013,  2.55E-013,  1.74E-014,  4.38E-014,  5.35E-013,  3.16E-014,  4.09E-014,  3.01E-013,  1.84E-014,  2.89E-014
HD 210334,  ,         2446327.8,  1.86E-013,  3.45E-014,  2.44E-013,  2.47E-013,  1.97E-014,  7.34E-014,  7.00E-013,  4.77E-014,  1.73E-013,  2.59E-013,  2.43E-014,  1.70E-013
HD 210334,  ,         2446328.1,  2.53E-013,  2.79E-014,  1.14E-013,  2.25E-013,  1.88E-014,  9.77E-014,  8.87E-013,  5.26E-014,  9.89E-014,  6.11E-013,  3.41E-014,  3.10E-014
HD 210334,  ,         2446328.4,  1.66E-013,  3.15E-014,  4.21E-014,  9.30E-014,  1.59E-014,  1.44E-013,  6.24E-013,  4.08E-014,  1.08E-013,  3.65E-013,  2.39E-014,  5.83E-014
HD 210334,  ,         2446949.0,  2.68E-013,  4.31E-014,  1.84E-013,  1.41E-013,  1.76E-014,  1.26E-013,  7.42E-013,  4.65E-014,  9.83E-014,  5.00E-013,  3.15E-014,  6.81E-014
HD 210334,  ,         2446950.0,  2.19E-013,  3.16E-014,  1.08E-013,  1.09E-013,  1.38E-014,  8.59E-014,  5.29E-013,  2.99E-014,  9.56E-016,  3.56E-013,  2.47E-014,  8.45E-014
HD 210334,  ,         2447027.0,  3.99E-013,  8.95E-014,  2.10E-013,  4.18E-016,  2.27E-014,  2.36E-013,  5.10E-013,  4.14E-014,  1.24E-013,  3.38E-013,  2.83E-014,  6.04E-014
AR LAC  ,  ,         2447051.9,  3.31E-013,  1.00E-013,  4.50E-013,  7.93E-014,  4.29E-014,  4.17E-013,  8.08E-013,  6.31E-014,  1.21E-013,  4.75E-013,  3.46E-014,  -5.60E-014
AR LAC  ,  ,         2447052.1,  1.77E-013,  7.40E-014,  2.65E-013,  6.35E-014,  2.03E-014,  1.66E-013,  8.19E-013,  4.91E-014,  -6.20E-015,  8.56E-013,  3.75E-014,  -2.39E-013
HD 210334,  ,         2447052.1,  3.21E-013,  3.70E-014,  7.35E-014,  1.22E-013,  1.51E-014,  1.03E-013,  8.06E-013,  4.89E-014,  9.84E-014,  4.23E-013,  2.95E-014,  1.19E-013
HD 210334,  ,         2447052.2,  2.68E-013,  3.32E-014,  6.87E-014,  1.30E-013,  1.71E-014,  1.35E-013,  8.55E-013,  4.87E-014,  4.69E-014,  5.25E-013,  3.68E-014,  1.60E-013
HD 210334,  ,         2447052.3,  3.30E-013,  3.33E-014,  -6.61E-015,  4.78E-014,  1.20E-014,  1.09E-013,  6.26E-013,  3.85E-014,  7.47E-014,  4.83E-013,  3.14E-014,  9.44E-014
HD210334,  ,         2447052.4,  2.20E-013,  2.87E-014,  6.10E-014,  7.04E-014,  1.62E-014,  1.67E-013,  5.72E-013,  3.71E-014,  9.68E-014,  3.76E-013,  2.79E-014,  1.32E-013
HD 210334,  ,         2447052.5,  2.41E-013,  2.72E-014,  6.17E-014,  7.03E-014,  1.26E-014,  1.19E-013,  6.59E-013,  3.88E-014,  5.72E-014,  3.31E-013,  2.43E-014,  1.15E-013
ARC LAC ,  ,         2447052.5,  4.68E-013,  4.10E-014,  5.03E-014,  1.84E-013,  2.23E-014,  1.75E-013,  7.87E-013,  4.71E-014,  7.68E-014,  5.56E-013,  3.74E-014,  1.34E-013
AR LAC  ,  ,         2447052.8,  3.53E-013,  3.91E-014,  1.26E-013,  1.81E-013,  2.08E-014,  1.65E-013,  7.67E-013,  4.54E-014,  6.46E-014,  4.60E-013,  3.02E-014,  9.07E-014
AR LAC  ,  ,         2447052.9,  1.55E-013,  7.72E-014,  3.61E-013,  4.36E-014,  2.14E-014,  2.14E-013,  4.64E-013,  3.65E-014,  1.13E-013,  7.16E-013,  4.03E-014,  -4.14E-014
HD 210334,  ,         2447053.1,  1.86E-013,  3.41E-014,  1.59E-013,  1.93E-013,  1.72E-014,  8.67E-014,  6.54E-013,  4.13E-014,  1.10E-013,  5.24E-013,  3.23E-014,  7.39E-014
HD 210334,  ,         2447053.2,  1.73E-013,  4.23E-014,  1.99E-013,  1.29E-013,  1.98E-014,  1.76E-013,  7.46E-013,  4.41E-014,  5.49E-014,  4.63E-013,  2.91E-014,  6.32E-014
HD 210334,  ,         2447053.2,  2.08E-013,  3.88E-014,  1.55E-013,  7.03E-014,  1.99E-014,  2.33E-013,  5.86E-013,  3.63E-014,  6.49E-014,  4.06E-013,  3.22E-014,  1.81E-013
HD 210334,  ,         2447053.3,  9.45E-014,  2.69E-014,  1.54E-013,  2.93E-014,  8.51E-015,  7.56E-014,  5.04E-013,  2.74E-014,  -1.08E-014,  2.67E-013,  1.85E-014,  5.80E-014
HD 210334,  ,         2447053.4,  1.41E-014,  3.31E-014,  1.69E-013,  1.28E-013,  1.12E-014,  2.32E-014,  4.33E-013,  2.80E-014,  5.50E-014,  2.11E-013,  1.60E-014,  6.10E-014
HD 210334,  ,         2447053.5,  2.66E-013,  2.69E-014,  3.80E-014,  9.70E-014,  1.53E-014,  1.43E-013,  4.05E-013,  2.72E-014,  7.77E-014,  3.83E-013,  2.27E-014,  2.32E-014
AR LAC  ,  ,         2447053.8,  3.69E-013,  5.46E-014,  1.68E-013,  4.26E-014,  1.63E-014,  1.48E-013,  5.19E-013,  3.67E-014,  5.14E-014,  1.34E-013,  2.35E-014,  2.21E-013
HD 210334,  ,         2447054.1,  3.55E-013,  4.82E-014,  1.79E-013,  3.14E-013,  2.67E-014,  1.28E-013,  7.71E-013,  4.87E-014,  1.23E-013,  4.86E-013,  3.49E-014,  1.50E-013
HD 210334,  ,         2447054.2,  1.53E-013,  3.55E-014,  1.77E-013,  1.21E-013,  1.80E-014,  1.58E-013,  7.29E-013,  4.19E-014,  3.37E-014,  4.61E-013,  3.12E-014,  1.10E-013
HD 210334,  ,         2447054.3,  8.06E-014,  3.76E-014,  2.24E-013,  1.20E-013,  1.98E-014,  1.87E-013,  6.04E-013,  3.97E-014,  1.10E-013,  4.12E-013,  2.91E-014,  1.11E-013
HD 210334,  ,         2447054.5,  2.22E-013,  2.87E-014,  1.06E-013,  1.86E-013,  2.01E-014,  1.55E-013,  7.12E-013,  4.56E-014,  1.39E-013,  3.99E-013,  2.64E-014,  8.59E-014
HD 210334,  ,         2447054.7,  1.04E-013,  2.60E-014,  1.86E-013,  1.65E-013,  1.74E-014,  1.25E-013,  7.15E-013,  4.56E-014,  1.29E-013,  4.20E-013,  2.62E-014,  6.09E-014
HD 210334,  ,         2447054.8,  4.94E-013,  8.27E-014,  3.25E-013,  -9.17E-014,  1.99E-014,  2.97E-013,  5.89E-013,  4.74E-014,  1.47E-013,  4.36E-013,  2.92E-014,  -1.04E-014
HD 210334,  ,         2447055.4,  1.78E-013,  3.34E-014,  4.01E-014,  1.49E-013,  1.34E-014,  4.41E-014,  3.83E-013,  2.39E-014,  3.07E-014,  2.28E-013,  1.54E-014,  2.84E-014
HD 210334,  ,         2447055.6,  2.91E-013,  3.62E-014,  1.39E-013,  2.17E-013,  2.21E-014,  1.43E-013,  5.70E-013,  4.07E-014,  1.64E-013,  4.95E-013,  3.19E-014,  8.01E-014
HD 210334,  ,         2447769.2,  2.77E-013,  4.34E-014,  8.56E-014,  2.81E-013,  2.24E-014,  7.82E-014,  6.39E-013,  4.26E-014,  1.37E-013,  4.79E-013,  3.28E-014,  1.14E-013
HD 210334,  ,         2447769.2,  1.08E-013,  2.57E-014,  1.38E-013,  2.12E-013,  1.79E-014,  8.29E-014,  4.79E-013,  3.12E-014,  8.66E-014,  3.35E-013,  2.34E-014,  8.81E-014
HD 210334,  ,         2447769.3,  1.95E-014,  3.75E-014,  1.81E-013,  1.04E-013,  1.19E-014,  6.44E-014,  3.26E-013,  2.25E-014,  6.14E-014,  2.90E-013,  1.71E-014,  1.35E-015
HD 210334,  ,         2447769.4,  1.25E-013,  3.34E-014,  1.41E-013,  1.97E-013,  2.02E-014,  1.09E-013,  4.86E-013,  3.40E-014,  1.17E-013,  4.67E-013,  3.19E-014,  1.08E-013
HD 210334,  ,         2447769.5,  1.76E-013,  3.15E-014,  8.05E-014,  2.11E-013,  2.14E-014,  1.25E-013,  5.73E-013,  3.74E-014,  1.06E-013,  5.12E-013,  3.57E-014,  1.41E-013
HD 210334,  ,         2447769.6,  2.06E-013,  4.02E-014,  1.35E-013,  2.48E-013,  2.08E-014,  8.02E-014,  6.58E-013,  4.11E-014,  8.55E-014,  5.53E-013,  3.58E-014,  1.01E-013
HD 210334,  ,         2447769.6,  1.13E-013,  3.28E-014,  1.65E-013,  2.35E-013,  2.50E-014,  1.73E-013,  7.05E-013,  4.41E-014,  9.42E-014,  4.22E-013,  3.30E-014,  1.74E-013
HD 210334,  ,         2447769.7,  1.81E-013,  3.63E-014,  1.68E-013,  2.18E-013,  2.07E-014,  1.10E-013,  7.80E-013,  4.62E-014,  6.80E-014,  5.08E-013,  3.61E-014,  1.54E-013
HD 210334,  ,         2447769.8,  1.70E-013,  4.09E-014,  1.82E-013,  7.94E-014,  1.79E-014,  1.81E-013,  7.69E-013,  4.78E-014,  9.28E-014,  4.30E-013,  3.00E-014,  1.03E-013
HD 210334,  ,         2447769.9,  1.22E-013,  5.23E-014,  3.16E-013,  1.97E-013,  2.08E-014,  1.22E-013,  8.09E-013,  4.92E-014,  7.46E-014,  2.98E-013,  2.56E-014,  1.39E-013
HD 210334,  ,         2447770.0,  4.22E-013,  8.02E-014,  2.20E-013,  1.73E-014,  1.35E-014,  1.11E-013,  5.24E-013,  3.63E-014,  7.62E-014,  5.62E-013,  2.34E-014,  -2.07E-013
HD 210334,  ,         2447770.0,  -2.61E-014,  1.33E-013,  5.83E-013,  1.63E-013,  2.44E-014,  1.61E-013,  6.03E-013,  4.16E-014,  8.34E-014,  2.83E-013,  2.13E-014,  2.61E-014
HD 210334,  ,         2447770.1,  2.14E-013,  6.30E-014,  2.20E-013,  3.06E-013,  2.50E-014,  8.85E-014,  7.50E-013,  4.78E-014,  1.11E-013,  4.92E-013,  3.37E-014,  1.09E-013
HD 210334,  ,         2447770.2,  2.63E-013,  3.61E-014,  7.46E-014,  1.80E-013,  1.66E-014,  9.00E-014,  5.91E-013,  3.70E-014,  9.21E-014,  4.42E-013,  2.80E-014,  7.70E-014
HD 210334,  ,         2447770.3,  7.17E-014,  3.16E-014,  1.80E-013,  2.27E-013,  2.22E-014,  1.33E-013,  6.20E-013,  4.04E-014,  1.16E-013,  3.78E-013,  2.66E-014,  1.00E-013
HD 210334,  ,         2447770.3,  2.00E-013,  3.14E-014,  6.18E-014,  2.31E-013,  2.14E-014,  1.07E-013,  6.36E-013,  3.99E-014,  8.73E-014,  4.12E-013,  2.90E-014,  1.06E-013
HD 210334,  ,         2447770.4,  1.93E-013,  3.70E-014,  1.53E-013,  2.07E-013,  2.04E-014,  1.15E-013,  6.02E-013,  4.00E-014,  1.25E-013,  4.73E-013,  3.18E-014,  1.02E-013
HD 210334,  ,         2447770.5,  2.04E-013,  3.61E-014,  1.53E-013,  2.86E-013,  2.42E-014,  1.09E-013,  8.57E-013,  4.92E-014,  4.85E-014,  5.66E-013,  3.69E-014,  1.14E-013
HD 210334,  ,         2447770.6,  2.02E-013,  3.65E-014,  1.56E-013,  2.85E-013,  2.36E-014,  9.51E-014,  8.85E-013,  5.52E-014,  1.45E-013,  5.06E-013,  3.55E-014,  1.45E-013
HD 210334,  ,         2447770.6,  1.96E-013,  4.16E-014,  1.81E-013,  2.93E-013,  2.39E-014,  1.00E-013,  7.34E-013,  4.86E-014,  1.61E-013,  3.52E-013,  2.71E-014,  1.32E-013
HD 210334,  ,         2447770.7,  2.85E-013,  4.02E-014,  1.24E-013,  2.39E-013,  2.42E-014,  1.50E-013,  7.81E-013,  4.78E-014,  9.39E-014,  9.36E-013,  5.67E-014,  1.24E-013
HD 210334,  ,         2447770.8,  4.30E-013,  5.28E-014,  -6.97E-015,  1.96E-013,  2.69E-014,  2.06E-013,  7.98E-013,  5.31E-014,  1.44E-013,  4.69E-013,  3.78E-014,  2.00E-013
HD 210334,  ,         2447771.6,  1.34E-013,  3.19E-014,  1.55E-013,  1.66E-013,  1.80E-014,  1.12E-013,  6.06E-013,  3.80E-014,  8.01E-014,  4.43E-013,  3.27E-014,  1.55E-013
HD 210334,  ,         2448079.2,  4.33E-013,  5.55E-014,  2.56E-013,  2.90E-013,  2.25E-014,  1.06E-013,  9.49E-013,  5.47E-014,  8.11E-014,  7.21E-013,  4.33E-014,  1.02E-013
HD 210334,  ,         2448086.1,  4.05E-013,  5.66E-014,  3.18E-013,  2.77E-013,  2.25E-014,  1.06E-013,  7.03E-013,  4.18E-014,  5.89E-014,  6.25E-013,  3.45E-014,  1.56E-014
HD 210334,  ,         2448090.1,  3.87E-013,  6.01E-014,  2.96E-013,  2.34E-013,  1.63E-014,  2.25E-014,  7.83E-013,  4.26E-014,  -1.47E-014,  5.95E-013,  3.41E-014,  2.31E-014
HD 210334,  ,         2448094.1,  3.28E-013,  6.11E-014,  3.32E-013,  3.04E-013,  2.11E-014,  4.38E-014,  6.30E-013,  3.90E-014,  7.28E-014,  5.41E-013,  3.20E-014,  4.44E-014
HD 210334,  ,         2448098.1,  4.22E-013,  6.33E-014,  2.91E-013,  2.16E-013,  1.98E-014,  1.09E-013,  6.19E-013,  3.93E-014,  8.84E-014,  4.00E-013,  3.02E-014,  1.53E-013
AR LAC  ,  ,         2448102.1,  2.25E-013,  3.95E-014,  2.05E-013,  1.72E-013,  1.65E-014,  9.91E-014,  6.35E-013,  4.14E-014,  1.09E-013,  3.75E-013,  2.78E-014,  1.27E-013
HD 210334,  ,         2448109.9,  2.04E-013,  2.93E-014,  1.34E-013,  2.31E-013,  1.76E-014,  7.51E-014,  7.45E-013,  4.33E-014,  6.67E-014,  4.27E-013,  2.63E-014,  6.54E-014
HD210334,  ,         2448238.0,  1.28E-013,  3.43E-014,  1.88E-013,  1.09E-013,  1.70E-014,  1.51E-013,  7.74E-013,  4.53E-014,  6.26E-014,  3.59E-013,  2.64E-014,  1.18E-013
HD210334,  ,         2448238.1,  2.77E-013,  3.20E-014,  1.49E-013,  2.57E-013,  2.13E-014,  1.19E-013,  7.37E-013,  4.24E-014,  5.00E-014,  4.74E-013,  3.06E-014,  1.06E-013
HD 210334,  ,         2448238.2,  2.03E-013,  2.73E-014,  1.36E-013,  2.20E-013,  1.83E-014,  9.75E-014,  6.92E-013,  4.12E-014,  7.37E-014,  4.34E-013,  2.95E-014,  1.21E-013
HD 210334,  ,         2448238.5,  4.53E-013,  4.58E-014,  1.42E-013,  3.95E-013,  3.56E-014,  2.28E-013,  1.32E-012,  7.75E-014,  1.47E-013,  1.23E-012,  7.43E-014,  2.03E-013
HD210334,  ,         2448238.9,  2.92E-013,  3.08E-014,  1.35E-013,  3.29E-013,  2.40E-014,  1.05E-013,  8.99E-013,  5.14E-014,  7.70E-014,  5.57E-013,  3.66E-014,  1.43E-013
HD210334,  ,         2448239.1,  3.18E-013,  3.39E-014,  6.52E-014,  1.47E-013,  2.17E-014,  2.05E-013,  9.06E-013,  5.47E-014,  1.14E-013,  5.64E-013,  4.00E-014,  1.84E-013
HD210334,  ,         2448239.2,  3.72E-013,  3.84E-014,  1.46E-013,  2.91E-013,  2.48E-014,  1.39E-013,  9.74E-013,  5.65E-014,  9.24E-014,  6.47E-013,  3.80E-014,  7.38E-014
HD 210334,  ,         2448239.2,  2.52E-013,  2.87E-014,  1.16E-013,  2.26E-013,  1.91E-014,  1.00E-013,  7.34E-013,  4.25E-014,  6.04E-014,  4.37E-013,  2.63E-014,  5.66E-014
HD 210334,  ,         2448239.3,  2.09E-013,  2.36E-014,  8.10E-014,  1.33E-013,  1.56E-014,  1.26E-013,  6.33E-013,  3.69E-014,  5.65E-014,  3.57E-013,  2.05E-014,  2.34E-014
HD 210334,  ,         2448618.7,  2.15E-013,  3.62E-014,  1.29E-013,  2.84E-013,  2.43E-014,  1.13E-013,  1.14E-012,  6.76E-014,  1.13E-013,  7.22E-013,  4.44E-014,  9.49E-014
HD 210334,  ,         2448618.7,  2.19E-013,  4.17E-014,  2.09E-013,  2.16E-013,  2.37E-014,  1.70E-013,  1.06E-012,  6.37E-014,  1.31E-013,  4.85E-013,  3.17E-014,  9.14E-014
HD 210334,  ,         2448618.8,  1.99E-013,  3.66E-014,  1.53E-013,  2.03E-013,  2.06E-014,  1.28E-013,  1.04E-012,  6.21E-014,  1.24E-013,  5.09E-013,  3.41E-014,  1.18E-013
HD210334,  ,         2448618.9,  1.83E-013,  3.70E-014,  1.57E-013,  2.27E-013,  2.11E-014,  1.12E-013,  9.02E-013,  5.26E-014,  6.37E-014,  5.38E-013,  3.39E-014,  8.05E-014
HD210334,  ,         2448619.0,  1.51E-013,  3.66E-014,  1.78E-013,  1.64E-013,  1.95E-014,  1.42E-013,  9.32E-013,  5.67E-014,  8.90E-014,  6.03E-013,  3.84E-014,  1.08E-013
HD210334,  ,         2448619.1,  1.21E-013,  3.54E-014,  1.73E-013,  2.11E-013,  2.07E-014,  1.01E-013,  7.42E-013,  4.64E-014,  7.33E-014,  4.43E-013,  3.21E-014,  1.32E-013
HD210334,  ,         2448619.1,  8.96E-014,  3.15E-014,  1.46E-013,  2.23E-013,  1.90E-014,  6.54E-014,  6.41E-013,  4.37E-014,  1.22E-013,  4.56E-013,  3.31E-014,  1.41E-013
HD 210334,  ,         2448619.2,  1.91E-013,  3.31E-014,  1.50E-013,  2.88E-013,  2.45E-014,  1.11E-013,  7.67E-013,  4.70E-014,  7.27E-014,  3.75E-013,  2.94E-014,  1.61E-013
HD 210334,  ,         2448619.3,  1.87E-013,  3.11E-014,  1.55E-013,  1.87E-013,  1.48E-014,  5.22E-014,  6.61E-013,  3.98E-014,  7.35E-014,  4.99E-013,  2.49E-014,  -3.88E-014
HD 210334,  ,         2448619.4,  1.14E-013,  5.22E-014,  3.23E-013,  1.95E-013,  1.80E-014,  1.08E-013,  6.92E-013,  4.36E-014,  1.28E-013,  5.47E-013,  3.58E-014,  1.30E-013
HD 210334,  ,         2448619.6,  2.47E-013,  4.46E-014,  2.28E-013,  1.92E-013,  2.56E-014,  2.24E-013,  5.94E-013,  4.13E-014,  1.11E-013,  3.07E-013,  2.69E-014,  1.60E-013
HD 210334,  ,         2448619.7,  3.60E-013,  4.55E-014,  1.68E-013,  2.21E-013,  2.40E-014,  1.70E-013,  6.82E-013,  4.41E-014,  1.26E-013,  4.27E-013,  3.27E-014,  1.71E-013
HD 210334,  ,         2448619.7,  4.99E-013,  5.48E-014,  1.41E-013,  1.55E-013,  1.88E-014,  1.31E-013,  6.65E-013,  4.27E-014,  8.38E-014,  5.19E-013,  3.37E-014,  9.33E-014
HD 210334,  ,         2448619.8,  2.10E-013,  3.41E-014,  1.48E-013,  1.19E-013,  1.77E-014,  1.52E-013,  7.81E-013,  4.46E-014,  3.73E-014,  3.48E-013,  2.62E-014,  1.29E-013
AR LAC  ,  ,         2448619.9,  3.23E-013,  3.88E-014,  1.13E-013,  1.60E-013,  1.96E-014,  1.50E-013,  5.89E-013,  3.80E-014,  1.02E-013,  4.29E-013,  2.92E-014,  1.02E-013
AR LAC  ,  ,         2448620.0,  2.42E-013,  3.33E-014,  7.75E-014,  8.54E-014,  2.11E-014,  2.36E-013,  5.23E-013,  3.11E-014,  2.07E-014,  3.34E-013,  2.32E-014,  7.09E-014
AR LAC  ,  ,         2448620.0,  1.60E-013,  2.24E-014,  9.22E-014,  1.37E-013,  1.19E-014,  5.64E-014,  3.63E-013,  1.95E-014,  -1.02E-014,  2.43E-013,  1.67E-014,  6.21E-014
HD 210334,  ,         2448620.2,  2.14E-013,  2.71E-014,  1.10E-013,  1.86E-013,  1.76E-014,  1.08E-013,  5.55E-013,  3.35E-014,  6.67E-014,  4.05E-013,  2.58E-014,  7.54E-014
HD 210334,  ,         2448620.3,  2.06E-013,  2.67E-014,  1.16E-013,  1.69E-013,  1.95E-014,  1.64E-013,  7.00E-013,  4.21E-014,  9.08E-014,  5.74E-013,  3.64E-014,  1.17E-013
HD 210334,  ,         2448620.5,  3.45E-013,  3.86E-014,  1.50E-013,  2.00E-013,  1.73E-014,  8.84E-014,  6.24E-013,  3.72E-014,  7.10E-014,  5.01E-013,  3.20E-014,  1.02E-013
HD 210334,  ,         2448620.6,  4.11E-013,  4.85E-014,  1.64E-013,  2.33E-013,  2.38E-014,  1.48E-013,  7.18E-013,  4.50E-014,  9.58E-014,  3.68E-013,  2.75E-014,  1.30E-013
HD 210334,  ,         2448620.7,  2.53E-013,  3.77E-014,  1.77E-013,  2.87E-013,  2.54E-014,  1.32E-013,  7.59E-013,  4.69E-014,  9.66E-014,  3.78E-013,  2.41E-014,  5.32E-014
HD 210334,  ,         2448620.8,  2.69E-013,  3.96E-014,  1.60E-013,  1.09E-013,  1.64E-014,  1.38E-013,  8.15E-013,  4.80E-014,  7.11E-014,  3.98E-013,  2.55E-014,  6.69E-014
HD 210334,  ,         2448620.8,  2.50E-013,  3.61E-014,  1.51E-013,  1.15E-013,  1.87E-014,  1.71E-013,  7.75E-013,  4.75E-014,  1.02E-013,  5.52E-013,  3.56E-014,  1.08E-013
AR LAC  ,  ,         2448620.9,  2.33E-013,  3.71E-014,  1.71E-013,  1.67E-013,  2.12E-014,  1.68E-013,  6.57E-013,  4.42E-014,  1.47E-013,  5.04E-013,  3.36E-014,  1.17E-013
AR LAC  ,  ,         2448621.0,  2.40E-013,  2.92E-014,  1.07E-013,  2.21E-013,  1.92E-014,  9.85E-014,  6.34E-013,  3.75E-014,  5.94E-014,  3.65E-013,  2.59E-014,  1.15E-013
AR LAC  ,  ,         2448621.1,  2.24E-013,  2.97E-014,  6.50E-014,  2.01E-013,  2.00E-014,  1.08E-013,  6.44E-013,  3.94E-014,  6.66E-014,  5.57E-013,  3.38E-014,  6.54E-014
AR LAC  ,  ,         2448621.2,  2.16E-013,  3.13E-014,  1.05E-013,  1.66E-013,  1.94E-014,  1.34E-013,  5.33E-013,  3.36E-014,  6.88E-014,  3.69E-013,  2.35E-014,  5.29E-014
HD 210334,  ,         2448621.2,  2.27E-013,  2.97E-014,  1.43E-013,  2.40E-013,  1.83E-014,  6.93E-014,  6.75E-013,  3.95E-014,  6.32E-014,  5.25E-013,  3.09E-014,  5.73E-014
HD 210334,  ,         2448621.4,  2.19E-013,  2.95E-014,  1.48E-013,  2.49E-013,  1.79E-014,  5.36E-014,  7.42E-013,  4.32E-014,  7.15E-014,  5.61E-013,  3.53E-014,  1.08E-013
HD 210334,  ,         2448621.5,  3.01E-013,  3.52E-014,  1.67E-013,  2.28E-013,  1.80E-014,  7.43E-014,  7.57E-013,  4.54E-014,  9.54E-014,  4.83E-013,  2.82E-014,  4.35E-014
HD 210334,  ,         2448621.7,  2.57E-013,  3.33E-014,  1.20E-013,  1.48E-013,  1.88E-014,  1.46E-013,  7.82E-013,  4.64E-014,  7.59E-014,  4.95E-013,  2.95E-014,  4.89E-014
HD 210334,  ,         2448621.8,  3.05E-013,  4.13E-014,  2.14E-013,  1.96E-013,  2.15E-014,  1.52E-013,  6.58E-013,  4.01E-014,  7.56E-014,  4.54E-013,  2.89E-014,  7.91E-014
